hotelKey,chain,spiritCode,name_en,brand_en,regionCode,countryCode,city_en,rateWindowStartDate,rateWindowEndDate,rateWindowNights,officialDynamicRateAvailable,officialDynamicAverageRateLocal,officialDynamicAverageCurrency,officialDynamicAverageBasis,officialDynamicAverageSampleCount,taxInclusiveAverageRateLocal,preTaxAverageRateLocal,taxAndFeeAverageAmountLocal,taxAndFeeAverageRate,taxBreakdownAvailable,taxInclusiveRateKind,taxEstimateUsed,taxEstimateBasis,tax1Name,tax1Rate,tax1AmountLocal,tax2Name,tax2Rate,tax2AmountLocal,windowAverageRateLocal,windowPreTaxAverageRateLocal,windowMinRateLocal,windowMaxRateLocal,weekdayAverageRateLocal,weekendAverageRateLocal,weekdayPreTaxAverageRateLocal,weekendPreTaxAverageRateLocal,weekdaySampleCount,weekendSampleCount,currentOfficialLeadRateLocal,currentOfficialLeadRateFmt,rateStatus,rateSource,rateCaveat,fetchedAt,propertySiteURL_en
Hilton:HILTON-BZXBAGI,Hilton,HILTON-BZXBAGI,Hilton Garden Inn Bazhong Bazhou,Hilton Garden Inn,MAINLAND_CN,CN,Bazhong,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,248,,,false,,false,,,,,,,,,,,,,,,,0,0,248,¥248,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bzxbagi-hilton-garden-inn-bazhong-bazhou/
Hilton:HILTON-ZHABRHX,Hilton,HILTON-ZHABRHX,Hampton by Hilton Beihai Station,Hampton by Hilton,MAINLAND_CN,CN,Beihai,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,277,,,false,,false,,,,,,,,,,,,,,,,0,0,277,¥277,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/zhabrhx-hampton-beihai-high-speed-train-station/
Hilton:HILTON-BHYBEHI,Hilton,HILTON-BHYBEHI,Hilton Beihai,Hilton Hotels & Resorts,MAINLAND_CN,CN,Beihai,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bhybehi-undefined/
Hilton:HILTON-BHYJFGI,Hilton,HILTON-BHYJFGI,Hilton Garden Inn Beihai Railway Station,Hilton Garden Inn,MAINLAND_CN,CN,Beihai,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,267,,,false,,false,,,,,,,,,,,,,,,,0,0,267,¥267,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bhyjfgi-hilton-garden-inn-railway-station/
Hilton:HILTON-BJSCICI,Hilton,HILTON-BJSCICI,Conrad Beijing,Conrad Hotels & Resorts,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,1230,,,false,,false,,,,,,,,,,,,,,,,0,0,1230,"¥1,230",available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjscici-conrad-beijing/
Hilton:HILTON-BJSBDDI,Hilton,HILTON-BJSBDDI,DoubleTree by Hilton Beijing Badaling,DoubleTree by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,442,,,false,,false,,,,,,,,,,,,,,,,0,0,442,¥442,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsbddi-doubletree-beijing-badaling/
Hilton:HILTON-BJSETDI,Hilton,HILTON-BJSETDI,DoubleTree by Hilton Beijing East Third Ring Road,DoubleTree by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,506,,,false,,false,,,,,,,,,,,,,,,,0,0,506,¥506,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsetdi-doubletree-beijing-east-third-ring-road/
Hilton:HILTON-BJSDTDI,Hilton,HILTON-BJSDTDI,DoubleTree by Hilton Hotel Beijing,DoubleTree by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,697,,,false,,false,,,,,,,,,,,,,,,,0,0,697,¥697,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsdtdi-doubletree-beijing/
Hilton:HILTON-PEKANHX,Hilton,HILTON-PEKANHX,Hampton by Hilton Beijing Bird's Nest,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,804,,,false,,false,,,,,,,,,,,,,,,,0,0,804,¥804,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/pekanhx-hampton-beijing-birds-nest/
Hilton:HILTON-BJSPCHX,Hilton,HILTON-BJSPCHX,Hampton by Hilton Beijing Capital Airport CIECC,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,443,,,false,,false,,,,,,,,,,,,,,,,0,0,443,¥443,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjspchx-hampton-beijing-capital-airport-ciecc/
Hilton:HILTON-PEKINHX,Hilton,HILTON-PEKINHX,Hampton by Hilton Beijing Changping,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,561,,,false,,false,,,,,,,,,,,,,,,,0,0,561,¥561,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/pekinhx-hampton-beijing-changping/
Hilton:HILTON-NAYNAHX,Hilton,HILTON-NAYNAHX,Hampton by Hilton Beijing CIEC New Venue,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,hilton_extract_no_numeric_lead_rate,hilton_official_hotel_summary_extract,Hilton official extract row has no numeric leadRate.lowest amount.,2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/naynahx-hampton-beijing-ciec-new-venue/
Hilton:HILTON-BJSUCHX,Hilton,HILTON-BJSUCHX,Hampton by Hilton Beijing Communication Univ of China Station,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,545,,,false,,false,,,,,,,,,,,,,,,,0,0,545,¥545,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsuchx-hampton-beijing-communication-univ-of-china-station/
Hilton:HILTON-BJSIGHX,Hilton,HILTON-BJSIGHX,Hampton by Hilton Beijing Conference Center,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,507,,,false,,false,,,,,,,,,,,,,,,,0,0,507,¥507,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsighx-hampton-beijing-conference-center/
Hilton:HILTON-NAYARHX,Hilton,HILTON-NAYARHX,Hampton by Hilton Beijing Daxing BioPark,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,587,,,false,,false,,,,,,,,,,,,,,,,0,0,587,¥587,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/nayarhx-hampton-beijing-daxing-biopark/
Hilton:HILTON-BJSPAHX,Hilton,HILTON-BJSPAHX,Hampton by Hilton Beijing Daxing World Flower Plaza,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,576,,,false,,false,,,,,,,,,,,,,,,,0,0,576,¥576,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjspahx-hampton-beijing-daxing-world-flower/
Hilton:HILTON-BJSFHHX,Hilton,HILTON-BJSFHHX,Hampton by Hilton Beijing Fangshan,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,607,,,false,,false,,,,,,,,,,,,,,,,0,0,607,¥607,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsfhhx-hampton-beijing-fangshan/
Hilton:HILTON-NAYJIHX,Hilton,HILTON-NAYJIHX,Hampton by Hilton Beijing Guomao CBD,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,684,,,false,,false,,,,,,,,,,,,,,,,0,0,684,¥684,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/nayjihx-hampton-beijing-huamaao-cbd/
Hilton:HILTON-BJSSMHX,Hilton,HILTON-BJSSMHX,Hampton by Hilton Beijing Shahe Higher Education Park,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,519,,,false,,false,,,,,,,,,,,,,,,,0,0,519,¥519,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjssmhx-hampton-beijing-shahe-higher-education-park/
Hilton:HILTON-BJSWSHX,Hilton,HILTON-BJSWSHX,Hampton by Hilton Beijing Shijingshan Amusement Park,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,542,,,false,,false,,,,,,,,,,,,,,,,0,0,542,¥542,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjswshx-hampton-beijing-shijingshan-amusement-park/
Hilton:HILTON-BJSSSHX,Hilton,HILTON-BJSSSHX,Hampton by Hilton Beijing South Railway Station,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,693,,,false,,false,,,,,,,,,,,,,,,,0,0,693,¥693,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjssshx-hampton-beijing-south-railway-station/
Hilton:HILTON-PEKWAHX,Hilton,HILTON-PEKWAHX,Hampton by Hilton Beijing Wangjing,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,693,,,false,,false,,,,,,,,,,,,,,,,0,0,693,¥693,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/pekwahx-hampton-beijing-wangjing/
Hilton:HILTON-PEKLXHX,Hilton,HILTON-PEKLXHX,Hampton by Hilton Beijing West Railway Station Lize Business District,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,619,,,false,,false,,,,,,,,,,,,,,,,0,0,619,¥619,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/peklxhx-hampton-by-hilton-beijing-west-railway-station-lize-business-district/
Hilton:HILTON-BJSWXHX,Hilton,HILTON-BJSWXHX,Hampton by Hilton Beijing Wuzi Xueyuan Road,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,465,,,false,,false,,,,,,,,,,,,,,,,0,0,465,¥465,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjswxhx-hampton-beijing-wuzi-xueyuan-road/
Hilton:HILTON-BJSONHX,Hilton,HILTON-BJSONHX,Hampton by Hilton Beijing Yizhuang Economic Development Area,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,443,,,false,,false,,,,,,,,,,,,,,,,0,0,443,¥443,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsonhx-hampton-beijing-yizhuang-economic-development-area/
Hilton:HILTON-PEKAAHX,Hilton,HILTON-PEKAAHX,Hampton by Hilton Beijing Yizhuang New Town Industrial Park,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,444,,,false,,false,,,,,,,,,,,,,,,,0,0,444,¥444,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/pekaahx-hampton-beijing-yizhuang-new-town-industrial-park/
Hilton:HILTON-PEKBXHX,Hilton,HILTON-PEKBXHX,Hampton by Hilton Beijing Yunhe Business District,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,499,,,false,,false,,,,,,,,,,,,,,,,0,0,499,¥499,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/pekbxhx-hampton-beijing-yunhe-business-district/
Hilton:HILTON-BJSBEHX,Hilton,HILTON-BJSBEHX,Hampton by Hilton Beijing Zhongguancun Software Park,Hampton by Hilton,MAINLAND_CN,CN,Beijing,2026-05-25,2026-05-31,7,false,,CNY,not_available_tax_inclusive,0,,620,,,false,,false,,,,,,,,,,,,,,,,0,0,620,¥620,available_current_lead_rate_tax_unknown,hilton_official_hotel_summary_extract_leadRate.lowest,"This is a daily official current lead-rate snapshot, but the extract does not expose stay dates or tax-inclusive final price. It is retained as preTaxAverageRateLocal/currentOfficialLeadRateLocal and excluded from the final tax-inclusive average.",2026-05-24T11:46:23.624Z,https://www.hilton.com/en/hotels/bjsbehx-hampton-by-hilton-beijing-zhongguancun-software-park/
